time, data
101.947, 0.242306
101.963, 0.242306
101.98, 0.242306
101.98, 0.242306
101.997, 0.242306
102.014, 0.242306
102.014, 0.242306
102.031, 0.242306
102.048, 0.242306
102.048, 0.242306
102.065, 0.242306
102.082, 0.242306
102.082, 0.242306
102.099, 0.242306
102.116, 0.242306
102.133, 0.242306
102.15, 0.242306
102.167, 0.242306
102.184, 0.242306
102.201, 0.242306
102.218, 0.242306
102.235, 0.242306
102.235, 0.242306
102.252, 0.242306
102.269, 0.242306
102.286, 0.242306
102.303, 0.242306
102.303, 0.242306
102.32, 0.242306
102.337, 0.242306
102.337, 0.242306
102.354, 0.242306
102.354, 0.242306
102.371, 0.242306
102.388, 0.242306
102.388, 0.242306
102.405, 0.242306
102.422, 0.242306
102.422, 0.242306
